,captions_number,captions_text,captions_type,created_at,language,pagenumber,par_num,paragraph,rank,score,text,title,type
313,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
314,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
315,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
316,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
317,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
318,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
319,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
320,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
321,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
322,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
323,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
324,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
325,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
326,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
327,0,nan,nan,2017-10-22,dutch,6,56,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",169,0.001394088383637704,"Literatuur  B1  Onderzoeksverantwoording  B2  Standaardvraagstelling rapportage pro Justitia  87    Woord vooraf Dit is mijn laatste rapport binnen mijn mandaat seksueel geweld tegen kinderen. Het eerste, Op goede  grond, ging over acht beslissingen die medewerkers van Veilig Thuis, zedenrechercheurs, hulpverleners,  officieren van justitie, buren, rechters, en vele anderen, iedere dag weer nemen over potentiële slachtof- fers en potentiële plegers van seksueel geweld tegen kinderen. Het ging over hoe moeilijk deze beslis- singen te nemen zijn en over hoe beleidsmakers de mensen die ze nemen daarin zo goed mogelijk  kunnen ondersteunen, zodat beleid doet wat het moet doen: de maatschappij veiliger maken.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
328,0,nan,nan,2017-10-22,dutch,103,734,"Wormith, J. S., Hogg, S., & Guzzo, L. (2012). The Predictive Validity of a General Risk/Needs Assessment  Inventory on Sexual Offender Recidivism and an Exploration of the Professional Override. Criminal  Justice and Behavior, 39(12), 1511-1538. doi: 10.1177/0093854812455741 B1    Onderzoeksverantwoording B1.1  Globale opzet Op hoofdlijnen is het onderzoek als volgt in zijn werk gegaan: het proces is begonnen met een steek- proef van 282 zaken uit de registratie van het NIFP. Het NIFP heeft de registratiedata voor deze zaken  geleverd aan de Nationaal Rapporteur en de bijbehorende (geanonimiseerde) adviesrapportages ter  inzage op locatie beschikbaar gesteld. Via een Trusted Third Party (ZorgTTP) zijn deze zaken op basis van  het parketnummer (het nummer waarmee alle zaken in de strafrechtketen geïdentificeerd worden) ge- koppeld aan de registratie van de reclassering. De reclassering heeft eveneens de registratiedata en de  geanonimiseerde rapportages aan de Nationaal Rapporteur geleverd. Tot slot zijn bij de rechtspraak via  een tussenpersoon de vonnissen behorend bij de parketnummers opgevraagd en door de tussenper- soon geanonimiseerd en vervolgens aan de Nationaal Rapporteur geleverd. Door deze werkwijze kon  het bureau van de Nationaal Rapporteur alle informatie koppelen, zonder daarbij inzage te hebben in  de parketnummers.",207,0.0013853114010002267,"Wormith, J. S., Hogg, S., & Guzzo, L. (2012). The Predictive Validity of a General Risk/Needs Assessment  Inventory on Sexual Offender Recidivism and an Exploration of the Professional Override. Criminal  Justice and Behavior, 39(12), 1511-1538. doi: 10.1177/0093854812455741 B1    Onderzoeksverantwoording B1.1  Globale opzet Op hoofdlijnen is het onderzoek als volgt in zijn werk gegaan: het proces is begonnen met een steek- proef van 282 zaken uit de registratie van het NIFP. Het NIFP heeft de registratiedata voor deze zaken  geleverd aan de Nationaal Rapporteur en de bijbehorende (geanonimiseerde) adviesrapportages ter  inzage op locatie beschikbaar gesteld. Via een Trusted Third Party (ZorgTTP) zijn deze zaken op basis van  het parketnummer (het nummer waarmee alle zaken in de strafrechtketen geïdentificeerd worden) ge- koppeld aan de registratie van de reclassering. De reclassering heeft eveneens de registratiedata en de  geanonimiseerde rapportages aan de Nationaal Rapporteur geleverd. Tot slot zijn bij de rechtspraak via  een tussenpersoon de vonnissen behorend bij de parketnummers opgevraagd en door de tussenper- soon geanonimiseerd en vervolgens aan de Nationaal Rapporteur geleverd. Door deze werkwijze kon  het bureau van de Nationaal Rapporteur alle informatie koppelen, zonder daarbij inzage te hebben in  de parketnummers.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
329,0,nan,nan,2017-10-22,dutch,103,734,"Wormith, J. S., Hogg, S., & Guzzo, L. (2012). The Predictive Validity of a General Risk/Needs Assessment  Inventory on Sexual Offender Recidivism and an Exploration of the Professional Override. Criminal  Justice and Behavior, 39(12), 1511-1538. doi: 10.1177/0093854812455741 B1    Onderzoeksverantwoording B1.1  Globale opzet Op hoofdlijnen is het onderzoek als volgt in zijn werk gegaan: het proces is begonnen met een steek- proef van 282 zaken uit de registratie van het NIFP. Het NIFP heeft de registratiedata voor deze zaken  geleverd aan de Nationaal Rapporteur en de bijbehorende (geanonimiseerde) adviesrapportages ter  inzage op locatie beschikbaar gesteld. Via een Trusted Third Party (ZorgTTP) zijn deze zaken op basis van  het parketnummer (het nummer waarmee alle zaken in de strafrechtketen geïdentificeerd worden) ge- koppeld aan de registratie van de reclassering. De reclassering heeft eveneens de registratiedata en de  geanonimiseerde rapportages aan de Nationaal Rapporteur geleverd. Tot slot zijn bij de rechtspraak via  een tussenpersoon de vonnissen behorend bij de parketnummers opgevraagd en door de tussenper- soon geanonimiseerd en vervolgens aan de Nationaal Rapporteur geleverd. Door deze werkwijze kon  het bureau van de Nationaal Rapporteur alle informatie koppelen, zonder daarbij inzage te hebben in  de parketnummers.",207,0.0013853114010002267,"Wormith, J. S., Hogg, S., & Guzzo, L. (2012). The Predictive Validity of a General Risk/Needs Assessment  Inventory on Sexual Offender Recidivism and an Exploration of the Professional Override. Criminal  Justice and Behavior, 39(12), 1511-1538. doi: 10.1177/0093854812455741 B1    Onderzoeksverantwoording B1.1  Globale opzet Op hoofdlijnen is het onderzoek als volgt in zijn werk gegaan: het proces is begonnen met een steek- proef van 282 zaken uit de registratie van het NIFP. Het NIFP heeft de registratiedata voor deze zaken  geleverd aan de Nationaal Rapporteur en de bijbehorende (geanonimiseerde) adviesrapportages ter  inzage op locatie beschikbaar gesteld. Via een Trusted Third Party (ZorgTTP) zijn deze zaken op basis van  het parketnummer (het nummer waarmee alle zaken in de strafrechtketen geïdentificeerd worden) ge- koppeld aan de registratie van de reclassering. De reclassering heeft eveneens de registratiedata en de  geanonimiseerde rapportages aan de Nationaal Rapporteur geleverd. Tot slot zijn bij de rechtspraak via  een tussenpersoon de vonnissen behorend bij de parketnummers opgevraagd en door de tussenper- soon geanonimiseerd en vervolgens aan de Nationaal Rapporteur geleverd. Door deze werkwijze kon  het bureau van de Nationaal Rapporteur alle informatie koppelen, zonder daarbij inzage te hebben in  de parketnummers.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
